"","contest_title","precinct","winning_candidate","winning_party","trailing_candidate","trailing_party","winning_count_early","winning_count_person","winning_count_mail","winning_count_total","trailing_count_early","trailing_count_person","trailing_count_mail","trailing_count_total","total_count","Year"
"23","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",23,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",444,362,41,847,442,365,36,843,2784,2022
"24","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",24,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",515,361,29,905,515,331,31,877,2888,2022
"25","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",25,"Arthur Griffin, Jr.","DEM","Patricia (Pat) Cotham","DEM",429,280,19,728,420,280,23,723,2161,2022
"26","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",26,"Arthur Griffin, Jr.","DEM","Patricia (Pat) Cotham","DEM",747,437,30,1214,735,433,33,1201,3808,2022
"27","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",27,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",365,288,37,690,348,278,37,663,2124,2022
"28","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",28,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",407,395,52,854,410,380,55,845,2735,2022
"29","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",29,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",427,363,63,853,408,350,59,817,2730,2022
"30","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",30,"Leigh Altman","DEM","Patricia (Pat) Cotham","DEM",901,822,126,1849,902,814,123,1839,5967,2022
"31","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",31,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",434,239,20,693,422,237,18,677,2114,2022
"32","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",32,"Patricia (Pat) Cotham","DEM","Tatyana Thulien","REP",401,374,85,860,375,427,51,853,3232,2022
"33","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",33,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",334,364,27,725,325,336,25,686,2352,2022
"34","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",34,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",459,511,60,1030,433,485,65,983,3420,2022
"35","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",35,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",446,363,52,861,436,353,49,838,3057,2022
"36","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",36,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",589,409,105,1103,554,388,94,1036,3991,2022
"37","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",37,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",491,383,56,930,462,378,50,890,3258,2022
"38","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",38,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",406,294,37,737,399,278,34,711,2521,2022
"39","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",39,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",420,235,23,678,392,234,21,647,2044,2022
"40","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",40,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",302,347,12,661,302,323,14,639,2055,2022
"41","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",41,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",326,317,31,674,329,303,25,657,2083,2022
"42","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",42,"Arthur Griffin, Jr.","DEM","Patricia (Pat) Cotham","DEM",452,381,28,861,443,360,32,835,2547,2022
"43","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",43,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",486,374,41,901,479,360,39,878,2797,2022
"44","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",44,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",477,387,55,919,464,392,49,905,3029,2022
"45","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",45,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",290,361,31,682,280,355,27,662,2270,2022
"46","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",46,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",422,547,63,1032,414,529,62,1005,3373,2022
"47","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",47,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",677,405,143,1225,629,383,131,1143,4311,2022
"48","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",48,"Patricia (Pat) Cotham","DEM","Tatyana Thulien","REP",399,347,76,822,349,410,33,792,3058,2022
"49","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",49,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",621,488,75,1184,609,449,72,1130,4107,2022
"50","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",50,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",459,249,35,743,449,229,37,715,2591,2022
"51","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",51,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",581,491,114,1186,563,469,113,1145,4081,2022
"52","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",52,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",580,371,42,993,570,366,42,978,3102,2022
"53","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",53,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",488,366,47,901,464,350,42,856,2765,2022
"54","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",54,"Arthur Griffin, Jr.","DEM","Patricia (Pat) Cotham","DEM",638,436,35,1109,631,439,35,1105,3452,2022
"55","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",55,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",304,199,17,520,298,198,20,516,1582,2022
"56","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",56,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",242,245,17,504,240,229,18,487,1522,2022
"57","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",57,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",632,298,80,1010,602,271,73,946,3578,2022
"58","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",58,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",446,361,62,869,442,354,59,855,3077,2022
"59","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",59,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",283,236,31,550,278,222,31,531,1936,2022
"60","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",60,"Arthur Griffin, Jr.","DEM","Patricia (Pat) Cotham","DEM",470,270,23,763,458,278,25,761,2344,2022
"61","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",61,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",461,340,112,913,446,343,99,888,3013,2022
"62","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",62,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",252,242,26,520,240,231,27,498,1658,2022
"63","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",63,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",310,273,33,616,294,266,31,591,2037,2022
"64","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",64,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",315,153,23,491,300,146,18,464,1621,2022
"65","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",65,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",338,266,52,656,328,251,50,629,2306,2022
"66","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",66,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",422,313,62,797,394,290,61,745,2699,2022
"67","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",67,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",356,253,64,673,336,238,57,631,2392,2022
"68","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",68,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",263,285,38,586,254,273,37,564,1987,2022
"69","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",69,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",985,543,162,1690,917,522,160,1599,6392,2022
"70","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",70,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",593,334,97,1024,540,304,87,931,3674,2022
"71","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",71,"Patricia (Pat) Cotham","DEM","Tatyana Thulien","REP",469,298,65,832,417,330,38,785,3130,2022
"72","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",72,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",356,268,44,668,344,260,39,643,2401,2022
"73","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",73,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",351,292,31,674,336,274,27,637,2418,2022
"74","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",74,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",664,436,108,1208,629,393,102,1124,4369,2022
"75","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",75,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",788,433,134,1355,726,418,126,1270,5003,2022
"76","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",76,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",696,443,71,1210,666,420,77,1163,4420,2022
"77","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",77,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",463,334,34,831,442,313,32,787,2544,2022
"78","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",78,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",445,398,56,899,443,386,55,884,2955,2022
"79","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",79,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",324,316,43,683,310,300,38,648,2229,2022
"80","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",80,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",501,515,50,1066,475,489,42,1006,3489,2022
"81","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",81,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",805,484,66,1355,770,473,64,1307,4275,2022
"82","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",82,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",404,419,35,858,389,386,31,806,2558,2022
"83","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",83,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",435,468,66,969,420,457,55,932,3266,2022
"84","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",84,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",294,264,45,603,286,257,40,583,1950,2022
"85","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",85,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",611,319,82,1012,593,294,76,963,3465,2022
"86","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",86,"Tatyana Thulien","REP","Patricia (Pat) Cotham","DEM",507,330,44,881,488,256,90,834,3245,2022
"87","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",87,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",446,379,73,898,433,356,67,856,3202,2022
"88","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",88,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",515,331,63,909,490,301,63,854,3226,2022
"89","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",89,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",1054,777,102,1933,990,745,107,1842,6614,2022
"90","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",90,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",340,211,65,616,315,197,59,571,2210,2022
"91","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",91,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",1035,606,222,1863,933,563,211,1707,6846,2022
"92","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",92,"Patricia (Pat) Cotham","DEM","Tatyana Thulien","REP",582,407,118,1107,468,478,103,1049,4177,2022
"93","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",93,"Tatyana Thulien","REP","Patricia (Pat) Cotham","DEM",392,344,26,762,349,252,48,649,2618,2022
"94","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",94,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",290,246,35,571,266,230,35,531,1935,2022
"95","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",95,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",267,276,35,578,250,263,28,541,1830,2022
"96","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",96,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",493,306,71,870,465,284,61,810,3047,2022
"97","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",97,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",160,276,21,457,157,265,21,443,1456,2022
"98","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",98,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",337,308,29,674,319,291,26,636,2084,2022
"99","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",99,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",199,224,18,441,198,214,22,434,1401,2022
"100","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",100,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",620,426,84,1130,587,408,81,1076,4086,2022
"101","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",101,"Patricia (Pat) Cotham","DEM","Tatyana Thulien","REP",499,242,50,791,447,295,32,774,3048,2022
"102","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",102,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",649,615,74,1338,633,589,70,1292,4542,2022
"103","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",103,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",749,468,143,1360,701,447,131,1279,5030,2022
"104","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",104,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",586,382,47,1015,583,374,40,997,3138,2022
"105","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",105,"Arthur Griffin, Jr.","DEM","Patricia (Pat) Cotham","DEM",583,464,49,1096,582,460,49,1091,3501,2022
"106","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",106,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",456,287,67,810,426,268,59,753,2825,2022
"107","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",107,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",734,555,62,1351,725,539,56,1320,4287,2022
"108","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",108,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",265,264,44,573,270,254,35,559,1796,2022
"109","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",109,"Leigh Altman","DEM","Patricia (Pat) Cotham","DEM",645,652,118,1415,638,659,118,1415,4671,2022
"110","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",110,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",291,219,48,558,286,203,46,535,2079,2022
"111","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",111,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",731,335,72,1138,668,313,68,1049,4107,2022
"112","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",112,"Patricia (Pat) Cotham","DEM","Tatyana Thulien","REP",412,350,86,848,368,409,34,811,3196,2022
"113","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",113,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",715,459,131,1305,686,426,124,1236,4924,2022
"114","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",114,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",661,396,77,1134,631,365,71,1067,4232,2022
"115","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",115,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",218,259,24,501,212,231,21,464,1663,2022
"116","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",116,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",211,237,21,469,204,222,18,444,1508,2022
"117","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",117,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",396,252,33,681,378,233,32,643,2216,2022
"118","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",118,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",588,407,112,1107,565,372,115,1052,3930,2022
"119","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",119,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",309,242,71,622,291,222,65,578,2238,2022
"120","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",120,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",203,244,16,463,190,227,15,432,1488,2022
"121","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",121,"Tatyana Thulien","REP","Patricia (Pat) Cotham","DEM",891,556,76,1523,879,432,151,1462,5619,2022
"122","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",122,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",1022,659,84,1765,983,624,79,1686,6145,2022
"123","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",123,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",440,401,39,880,436,381,37,854,2837,2022
"124","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",124,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",353,434,41,828,351,412,39,802,2592,2022
"125","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",125,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",198,237,17,452,187,225,15,427,1476,2022
"126","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",126,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",638,482,61,1181,628,491,55,1174,3801,2022
"127","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",127,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",1196,713,204,2113,1160,697,207,2064,8102,2022
"128","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",128,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",657,486,82,1225,629,470,79,1178,4133,2022
"129","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",129,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",184,131,34,349,170,128,32,330,1174,2022
"130","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",130,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",254,242,17,513,240,229,20,489,1725,2022
"131","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",131,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",457,231,65,753,417,226,62,705,2782,2022
"132","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",132,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",391,340,34,765,385,344,30,759,2543,2022
"133","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",133,"Tatyana Thulien","REP","Patricia (Pat) Cotham","DEM",903,741,55,1699,878,566,108,1552,6215,2022
"134","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",134,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",1233,802,197,2232,1193,805,190,2188,8325,2022
"135","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",135,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",1360,960,128,2448,1323,944,121,2388,7659,2022
"136","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",136,"Patricia (Pat) Cotham","DEM","Tatyana Thulien","REP",607,273,143,1023,557,328,98,983,3880,2022
"137","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",137,"Tatyana Thulien","REP","Patricia (Pat) Cotham","DEM",1012,1002,86,2100,1065,782,206,2053,8052,2022
"138","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",138,"Patricia (Pat) Cotham","DEM","Arthur Griffin, Jr.","DEM",530,399,58,987,516,388,56,960,3250,2022
"139","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",139,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",651,431,103,1185,635,394,100,1129,4404,2022
"140","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",140,"Patricia (Pat) Cotham","DEM","Leigh Altman","DEM",949,630,158,1737,891,615,161,1667,6574,2022
"141","MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE",141,"Arthur Griffin, Jr.","DEM","Leigh Altman","DEM",441,235,10,686,432,238,9,679,2221,2022
